matricule,nom,prenom,genre,classe,niveau,flux
"EL1835","GUÉI","Fatou","F","4e-10","4e","Matin"
"EL1836","KONÉ","Aïcha","F","4e-10","4e","Matin"
"EL1837","TRAORÉ","Yao","M","4e-10","4e","Matin"
"EL1838","DOUMBIA","Nadège","F","4e-10","4e","Matin"
"EL1839","N'GUESSAN","Yannick","M","4e-10","4e","Matin"
"EL1840","DOUMBIA","Yannick","M","4e-10","4e","Matin"
"EL1841","DJÉ","Aïcha","F","4e-10","4e","Matin"
"EL1842","KOUASSI","Prisca","F","4e-10","4e","Matin"
"EL1843","FOFANA","Fatou","F","4e-10","4e","Matin"
"EL1844","ASSI","Grace","F","4e-10","4e","Matin"
"EL1845","DJÉ","Adama","M","4e-10","4e","Matin"
"EL1846","TOURÉ","Aïcha","F","4e-10","4e","Matin"
"EL1847","BROU","Nadège","F","4e-10","4e","Matin"
"EL1848","DJÉ","Mariam","F","4e-10","4e","Matin"
"EL1849","BAMBA","Thierry","M","4e-10","4e","Matin"
"EL1850","FOFANA","Christelle","F","4e-10","4e","Matin"
"EL1851","DOUMBIA","Affoué","F","4e-10","4e","Matin"
"EL1852","KOUAMÉ","Arnaud","M","4e-10","4e","Matin"
"EL1853","KONÉ","Rachelle","F","4e-10","4e","Matin"
"EL1854","ABLÉ","Rachelle","F","4e-10","4e","Matin"
"EL1855","KOUAMÉ","Roland","M","4e-10","4e","Matin"
"EL1856","KOFFI","Marc","M","4e-10","4e","Matin"
"EL1857","KOUAMÉ","Koffi","M","4e-10","4e","Matin"
"EL1858","CISSÉ","Grace","F","4e-10","4e","Matin"
"EL1859","BAMBA","Adama","M","4e-10","4e","Matin"
"EL1860","ADJÉ","Hélène","F","4e-10","4e","Matin"
"EL1861","KASSI","Paul","M","4e-10","4e","Matin"
"EL1862","BAKAYOKO","Olivier","M","4e-10","4e","Matin"
"EL1863","ABLÉ","Estelle","F","4e-10","4e","Matin"
"EL1864","KONÉ","Prisca","F","4e-10","4e","Matin"
"EL1865","ABLÉ","Arnaud","M","4e-10","4e","Matin"
"EL1866","ASSI","Daniel","M","4e-10","4e","Matin"
"EL1867","DIABATÉ","Estelle","F","4e-10","4e","Matin"
"EL1868","GUÉI","Hélène","F","4e-10","4e","Matin"
"EL1869","TRAORÉ","Fatou","F","4e-10","4e","Matin"
"EL1870","DIALLO","Awa","F","4e-10","4e","Matin"
"EL1871","YAO","Sylvie","F","4e-10","4e","Matin"
"EL1872","SANGARÉ","Marie","F","4e-10","4e","Matin"
"EL1873","SANGARÉ","Olivier","M","4e-10","4e","Matin"
"EL1874","DIABATÉ","Franck","M","4e-10","4e","Matin"
"EL1875","DIALLO","Marc","M","4e-10","4e","Matin"
"EL1876","DJÉ","Adama","M","4e-10","4e","Matin"
"EL1877","KOFFI","Aya","F","4e-10","4e","Matin"
"EL1878","AKA","Aïcha","F","4e-10","4e","Matin"
"EL1879","BAMBA","Thierry","M","4e-10","4e","Matin"
"EL1880","SANGARÉ","Hervé","M","4e-10","4e","Matin"
"EL1881","COULIBALY","Moussa","M","3e-1","3e","Matin"
"EL1882","KASSI","Marie","F","3e-1","3e","Matin"
"EL1883","CISSÉ","Ibrahim","M","3e-1","3e","Matin"
"EL1884","ASSI","Mariam","F","3e-1","3e","Matin"
"EL1885","KOUAMÉ","Joëlle","F","3e-1","3e","Matin"
"EL1886","ZADI","Paul","M","3e-1","3e","Matin"
"EL1887","KOFFI","Arnaud","M","3e-1","3e","Matin"
"EL1888","GUÉI","Aïcha","F","3e-1","3e","Matin"
"EL1889","ASSI","Aboubacar","M","3e-1","3e","Matin"
"EL1890","DOUMBIA","Yannick","M","3e-1","3e","Matin"
"EL1891","CISSÉ","Joëlle","F","3e-1","3e","Matin"
"EL1892","BROU","Daniel","M","3e-1","3e","Matin"
"EL1893","ASSI","Adama","M","3e-1","3e","Matin"
"EL1894","DIABATÉ","Paul","M","3e-1","3e","Matin"
"EL1895","SANGARÉ","Serge","M","3e-1","3e","Matin"
"EL1896","KOFFI","Mariam","F","3e-1","3e","Matin"
"EL1897","TRAORÉ","Guy","M","3e-1","3e","Matin"
"EL1898","DIALLO","Moussa","M","3e-1","3e","Matin"
"EL1899","AKA","Mariam","F","3e-1","3e","Matin"
"EL1900","BROU","Carine","F","3e-1","3e","Matin"
"EL1901","ASSI","Guy","M","3e-1","3e","Matin"
"EL1902","TRAORÉ","Aya","F","3e-1","3e","Matin"
"EL1903","ADJÉ","Rachelle","F","3e-1","3e","Matin"
"EL1904","N'GUESSAN","Fatou","F","3e-1","3e","Matin"
"EL1905","DIALLO","Marie","F","3e-1","3e","Matin"
"EL1906","KASSI","Sylvie","F","3e-1","3e","Matin"
"EL1907","KONÉ","Aboubacar","M","3e-1","3e","Matin"
"EL1908","CISSÉ","Serge","M","3e-1","3e","Matin"
"EL1909","YAO","Prisca","F","3e-1","3e","Matin"
"EL1910","TRAORÉ","Moussa","M","3e-1","3e","Matin"
"EL1911","DIABATÉ","Cédric","M","3e-1","3e","Matin"
"EL1912","DIABATÉ","Hervé","M","3e-1","3e","Matin"
"EL1913","GUÉI","Sylvie","F","3e-1","3e","Matin"
"EL1914","GUÉI","Fatou","F","3e-1","3e","Matin"
"EL1915","ZADI","Yao","M","3e-1","3e","Matin"
"EL1916","KONÉ","Aïcha","F","3e-1","3e","Matin"
"EL1917","ABLÉ","Affoué","F","3e-1","3e","Matin"
"EL1918","GUÉI","Marc","M","3e-1","3e","Matin"
"EL1919","ZADI","Marc","M","3e-1","3e","Matin"
"EL1920","COULIBALY","Thierry","M","3e-1","3e","Matin"
"EL1921","KONÉ","Carine","F","3e-1","3e","Matin"
"EL1922","KONÉ","Mireille","F","3e-1","3e","Matin"
"EL1923","KOUAMÉ","Carine","F","3e-1","3e","Matin"
"EL1924","TRAORÉ","Grace","F","3e-1","3e","Matin"
"EL1925","COULIBALY","Adama","M","3e-1","3e","Matin"
"EL1926","DIABATÉ","Koffi","M","3e-1","3e","Matin"
"EL1927","KASSI","Fatou","F","3e-1","3e","Matin"
"EL1928","N'GUESSAN","Adama","M","3e-1","3e","Matin"
"EL1929","OUATTARA","Aya","F","3e-1","3e","Matin"
"EL1930","DIALLO","Aboubacar","M","3e-1","3e","Matin"
"EL1931","ZADI","Mireille","F","3e-1","3e","Matin"
"EL1932","TOURÉ","Guy","M","3e-1","3e","Matin"
"EL1933","KOUASSI","Ibrahim","M","3e-1","3e","Matin"
"EL1934","YAO","Joëlle","F","3e-1","3e","Matin"
"EL1935","N'GUESSAN","Arnaud","M","3e-1","3e","Matin"
"EL1936","KOFFI","Joëlle","F","3e-1","3e","Matin"
"EL1937","GNAGNE","Aboubacar","M","3e-1","3e","Matin"
"EL1938","CISSÉ","Léa","F","3e-1","3e","Matin"
"EL1939","YAO","Sandrine","F","3e-2","3e","Matin"
"EL1940","SANGARÉ","Joëlle","F","3e-2","3e","Matin"
"EL1941","DIABATÉ","Daniel","M","3e-2","3e","Matin"
"EL1942","CISSÉ","Affoué","F","3e-2","3e","Matin"
"EL1943","KONÉ","Hervé","M","3e-2","3e","Matin"
"EL1944","DJÉ","Mireille","F","3e-2","3e","Matin"
"EL1945","DIALLO","Hervé","M","3e-2","3e","Matin"
"EL1946","KASSI","Moussa","M","3e-2","3e","Matin"
"EL1947","KOFFI","Marie","F","3e-2","3e","Matin"
"EL1948","KOUASSI","Aïcha","F","3e-2","3e","Matin"
"EL1949","KOUAMÉ","Aya","F","3e-2","3e","Matin"
"EL1950","OUATTARA","Serge","M","3e-2","3e","Matin"
"EL1951","FOFANA","Serge","M","3e-2","3e","Matin"
"EL1952","TANOH","Arnaud","M","3e-2","3e","Matin"
"EL1953","YAO","Koffi","M","3e-2","3e","Matin"
"EL1954","KASSI","Rachelle","F","3e-2","3e","Matin"
"EL1955","SANGARÉ","Franck","M","3e-2","3e","Matin"
"EL1956","BAMBA","Sandrine","F","3e-2","3e","Matin"
"EL1957","CISSÉ","Affoué","F","3e-2","3e","Matin"
"EL1958","CISSÉ","Aïcha","F","3e-2","3e","Matin"
"EL1959","ZADI","Franck","M","3e-2","3e","Matin"
"EL1960","GUÉI","Roland","M","3e-2","3e","Matin"
"EL1961","KOFFI","Joëlle","F","3e-2","3e","Matin"
"EL1962","OUATTARA","Joëlle","F","3e-2","3e","Matin"
"EL1963","TANOH","Hélène","F","3e-2","3e","Matin"
"EL1964","KOFFI","Aïcha","F","3e-2","3e","Matin"
"EL1965","TANOH","Guy","M","3e-2","3e","Matin"
"EL1966","ADJÉ","Awa","F","3e-2","3e","Matin"
"EL1967","KONÉ","Olivier","M","3e-2","3e","Matin"
"EL1968","FOFANA","Christelle","F","3e-2","3e","Matin"
"EL1969","KONÉ","Marc","M","3e-2","3e","Matin"
"EL1970","ZADI","Arnaud","M","3e-2","3e","Matin"
"EL1971","DOUMBIA","Joëlle","F","3e-2","3e","Matin"
"EL1972","FOFANA","Guy","M","3e-2","3e","Matin"
"EL1973","YAO","Yannick","M","3e-2","3e","Matin"
"EL1974","KOUASSI","Arnaud","M","3e-2","3e","Matin"
"EL1975","ABLÉ","Fatou","F","3e-2","3e","Matin"
"EL1976","DIABATÉ","Estelle","F","3e-2","3e","Matin"
"EL1977","TOURÉ","Fatou","F","3e-2","3e","Matin"
"EL1978","DIABATÉ","Sylvie","F","3e-2","3e","Matin"
"EL1979","BAMBA","Marc","M","3e-2","3e","Matin"
"EL1980","KONÉ","Yannick","M","3e-2","3e","Matin"
"EL1981","BROU","Rachelle","F","3e-2","3e","Matin"
"EL1982","COULIBALY","Marie","F","3e-2","3e","Matin"
"EL1983","TANOH","Hélène","F","3e-2","3e","Matin"
"EL1984","TRAORÉ","Aïcha","F","3e-2","3e","Matin"
"EL1985","ZADI","Prisca","F","3e-2","3e","Matin"
"EL1986","BAMBA","Hélène","F","3e-2","3e","Matin"
"EL1987","KASSI","Marie","F","3e-2","3e","Matin"
"EL1988","DJÉ","Yannick","M","3e-2","3e","Matin"
"EL1989","GUÉI","Serge","M","3e-2","3e","Matin"
"EL1990","GUÉI","Nadège","F","3e-2","3e","Matin"
"EL1991","KONÉ","Sylvie","F","3e-2","3e","Matin"
"EL1992","ABLÉ","Affoué","F","3e-2","3e","Matin"
"EL1993","TANOH","Aboubacar","M","3e-2","3e","Matin"
"EL1994","GNAGNE","Awa","F","3e-2","3e","Matin"
"EL1995","DOUMBIA","Yao","M","3e-2","3e","Matin"
"EL1996","TANOH","Paul","M","3e-2","3e","Matin"
"EL1997","TANOH","Mireille","F","3e-3","3e","Matin"
"EL1998","ABLÉ","Sylvie","F","3e-3","3e","Matin"
"EL1999","COULIBALY","Marc","M","3e-3","3e","Matin"
"EL2000","ABLÉ","Carine","F","3e-3","3e","Matin"
"EL2001","KOUAMÉ","Paul","M","3e-3","3e","Matin"
"EL2002","COULIBALY","Daniel","M","3e-3","3e","Matin"
"EL2003","ASSI","Hélène","F","3e-3","3e","Matin"
"EL2004","FOFANA","Mireille","F","3e-3","3e","Matin"
"EL2005","FOFANA","Olivier","M","3e-3","3e","Matin"
"EL2006","DOUMBIA","Ibrahim","M","3e-3","3e","Matin"
"EL2007","AKA","Aboubacar","M","3e-3","3e","Matin"
"EL2008","DIALLO","Adama","M","3e-3","3e","Matin"
"EL2009","DJÉ","Arnaud","M","3e-3","3e","Matin"
"EL2010","GUÉI","Roland","M","3e-3","3e","Matin"
"EL2011","DOUMBIA","Koffi","M","3e-3","3e","Matin"
"EL2012","KONÉ","Yao","M","3e-3","3e","Matin"
"EL2013","KONÉ","Franck","M","3e-3","3e","Matin"
"EL2014","KONÉ","Léa","F","3e-3","3e","Matin"
"EL2015","DJÉ","Awa","F","3e-3","3e","Matin"
"EL2016","CISSÉ","Yao","M","3e-3","3e","Matin"
"EL2017","CISSÉ","Sandrine","F","3e-3","3e","Matin"
"EL2018","DJÉ","Adama","M","3e-3","3e","Matin"
"EL2019","CISSÉ","Aya","F","3e-3","3e","Matin"
"EL2020","SANGARÉ","Sylvie","F","3e-3","3e","Matin"
"EL2021","TRAORÉ","Yao","M","3e-3","3e","Matin"
"EL2022","ADJÉ","Léa","F","3e-3","3e","Matin"
"EL2023","OUATTARA","Sylvie","F","3e-3","3e","Matin"
"EL2024","BROU","Arnaud","M","3e-3","3e","Matin"
"EL2025","GUÉI","Fatou","F","3e-3","3e","Matin"
"EL2026","SANGARÉ","Ibrahim","M","3e-3","3e","Matin"
"EL2027","ZADI","Aïcha","F","3e-3","3e","Matin"
"EL2028","ASSI","Yao","M","3e-3","3e","Matin"
"EL2029","AKA","Aïcha","F","3e-3","3e","Matin"
"EL2030","DOUMBIA","Mireille","F","3e-3","3e","Matin"
"EL2031","DIABATÉ","Daniel","M","3e-3","3e","Matin"
"EL2032","DIABATÉ","Cédric","M","3e-3","3e","Matin"
"EL2033","GNAGNE","Fatou","F","3e-3","3e","Matin"
"EL2034","DJÉ","Daniel","M","3e-3","3e","Matin"
"EL2035","DIALLO","Prisca","F","3e-3","3e","Matin"
"EL2036","DIALLO","Yao","M","3e-3","3e","Matin"
"EL2037","DIALLO","Christelle","F","3e-3","3e","Matin"
"EL2038","N'GUESSAN","Christelle","F","3e-3","3e","Matin"
"EL2039","N'GUESSAN","Aya","F","3e-3","3e","Matin"
"EL2040","FOFANA","Ibrahim","M","3e-3","3e","Matin"
"EL2041","ZADI","Prisca","F","3e-3","3e","Matin"
"EL2042","BAKAYOKO","Estelle","F","3e-3","3e","Matin"
"EL2043","ADJÉ","Marie","F","3e-3","3e","Matin"
"EL2044","SANGARÉ","Paul","M","3e-3","3e","Matin"
"EL2045","AKA","Marc","M","3e-3","3e","Matin"
"EL2046","ADJÉ","Daniel","M","3e-3","3e","Matin"
"EL2047","CISSÉ","Aïcha","F","3e-3","3e","Matin"
"EL2048","ABLÉ","Christelle","F","3e-3","3e","Matin"
"EL2049","DOUMBIA","Ibrahim","M","3e-3","3e","Matin"
"EL2050","KASSI","Grace","F","3e-3","3e","Matin"
"EL2051","KASSI","Yao","M","3e-3","3e","Matin"
"EL2052","GUÉI","Hervé","M","3e-3","3e","Matin"
"EL2053","ZADI","Affoué","F","3e-3","3e","Matin"
"EL2054","ABLÉ","Koffi","M","3e-3","3e","Matin"
"EL2055","SANGARÉ","Paul","M","3e-4","3e","Matin"
"EL2056","GNAGNE","Franck","M","3e-4","3e","Matin"
"EL2057","FOFANA","Estelle","F","3e-4","3e","Matin"
"EL2058","KASSI","Hervé","M","3e-4","3e","Matin"
"EL2059","ASSI","Awa","F","3e-4","3e","Matin"
"EL2060","SANGARÉ","Marc","M","3e-4","3e","Matin"
"EL2061","KONÉ","Daniel","M","3e-4","3e","Matin"
"EL2062","TRAORÉ","Nadège","F","3e-4","3e","Matin"
"EL2063","KOUASSI","Arnaud","M","3e-4","3e","Matin"
"EL2064","FOFANA","Hervé","M","3e-4","3e","Matin"
"EL2065","KONÉ","Carine","F","3e-4","3e","Matin"
"EL2066","AKA","Arnaud","M","3e-4","3e","Matin"
"EL2067","KOUAMÉ","Sandrine","F","3e-4","3e","Matin"
"EL2068","DIALLO","Moussa","M","3e-4","3e","Matin"
"EL2069","KONÉ","Adama","M","3e-4","3e","Matin"
"EL2070","AKA","Léa","F","3e-4","3e","Matin"
"EL2071","KASSI","Paul","M","3e-4","3e","Matin"
"EL2072","COULIBALY","Olivier","M","3e-4","3e","Matin"
"EL2073","KASSI","Rachelle","F","3e-4","3e","Matin"
"EL2074","ABLÉ","Marie","F","3e-4","3e","Matin"
"EL2075","GNAGNE","Sandrine","F","3e-4","3e","Matin"
"EL2076","KOFFI","Cédric","M","3e-4","3e","Matin"
"EL2077","TANOH","Roland","M","3e-4","3e","Matin"
"EL2078","KOFFI","Marc","M","3e-4","3e","Matin"
"EL2079","DIABATÉ","Awa","F","3e-4","3e","Matin"
"EL2080","KASSI","Hélène","F","3e-4","3e","Matin"
"EL2081","KONÉ","Nadège","F","3e-4","3e","Matin"
"EL2082","ASSI","Marie","F","3e-4","3e","Matin"
"EL2083","KOUAMÉ","Aya","F","3e-4","3e","Matin"
"EL2084","DIALLO","Mireille","F","3e-4","3e","Matin"
"EL2085","KOUAMÉ","Léa","F","3e-4","3e","Matin"
"EL2086","KOUAMÉ","Yannick","M","3e-4","3e","Matin"
"EL2087","GNAGNE","Carine","F","3e-4","3e","Matin"
"EL2088","KOUASSI","Serge","M","3e-4","3e","Matin"
"EL2089","GNAGNE","Aya","F","3e-4","3e","Matin"
"EL2090","N'GUESSAN","Ibrahim","M","3e-4","3e","Matin"
"EL2091","GNAGNE","Prisca","F","3e-4","3e","Matin"
"EL2092","GNAGNE","Serge","M","3e-4","3e","Matin"
"EL2093","GUÉI","Jean","M","3e-4","3e","Matin"
"EL2094","BROU","Yannick","M","3e-4","3e","Matin"
"EL2095","COULIBALY","Mariam","F","3e-4","3e","Matin"
"EL2096","GNAGNE","Thierry","M","3e-4","3e","Matin"
"EL2097","YAO","Jean","M","3e-4","3e","Matin"
"EL2098","KONÉ","Yannick","M","3e-4","3e","Matin"
"EL2099","AKA","Thierry","M","3e-4","3e","Matin"
"EL2100","DOUMBIA","Marie","F","3e-4","3e","Matin"
"EL2101","YAO","Mireille","F","3e-4","3e","Matin"
"EL2102","KOUAMÉ","Joëlle","F","3e-4","3e","Matin"
"EL2103","TRAORÉ","Paul","M","3e-4","3e","Matin"
"EL2104","BROU","Affoué","F","3e-4","3e","Matin"
"EL2105","KASSI","Hélène","F","3e-4","3e","Matin"
"EL2106","ZADI","Léa","F","3e-4","3e","Matin"
"EL2107","GUÉI","Aboubacar","M","3e-4","3e","Matin"
"EL2108","TANOH","Yannick","M","3e-4","3e","Matin"
"EL2109","KOFFI","Joëlle","F","3e-4","3e","Matin"
"EL2110","BAMBA","Yannick","M","3e-4","3e","Matin"
"EL2111","KOUAMÉ","Rachelle","F","3e-4","3e","Matin"
"EL2112","AKA","Serge","M","3e-4","3e","Matin"
"EL2113","BROU","Hélène","F","3e-5","3e","Matin"
"EL2114","BAKAYOKO","Yao","M","3e-5","3e","Matin"
"EL2115","DIALLO","Aïcha","F","3e-5","3e","Matin"
"EL2116","DIALLO","Aya","F","3e-5","3e","Matin"
"EL2117","KOUAMÉ","Marie","F","3e-5","3e","Matin"
"EL2118","TANOH","Franck","M","3e-5","3e","Matin"
"EL2119","BROU","Olivier","M","3e-5","3e","Matin"
"EL2120","COULIBALY","Aïcha","F","3e-5","3e","Matin"
"EL2121","BAMBA","Mireille","F","3e-5","3e","Matin"
"EL2122","BROU","Aya","F","3e-5","3e","Matin"
"EL2123","N'GUESSAN","Yannick","M","3e-5","3e","Matin"
"EL2124","BAMBA","Christelle","F","3e-5","3e","Matin"
"EL2125","AKA","Moussa","M","3e-5","3e","Matin"
"EL2126","AKA","Daniel","M","3e-5","3e","Matin"
"EL2127","CISSÉ","Daniel","M","3e-5","3e","Matin"
"EL2128","DJÉ","Franck","M","3e-5","3e","Matin"
"EL2129","TANOH","Moussa","M","3e-5","3e","Matin"
"EL2130","OUATTARA","Serge","M","3e-5","3e","Matin"
"EL2131","BAKAYOKO","Léa","F","3e-5","3e","Matin"
"EL2132","ASSI","Aïcha","F","3e-5","3e","Matin"
"EL2133","GUÉI","Daniel","M","3e-5","3e","Matin"
"EL2134","BAMBA","Olivier","M","3e-5","3e","Matin"
"EL2135","BROU","Sandrine","F","3e-5","3e","Matin"
"EL2136","GNAGNE","Hélène","F","3e-5","3e","Matin"
"EL2137","YAO","Ibrahim","M","3e-5","3e","Matin"
"EL2138","DOUMBIA","Nadège","F","3e-5","3e","Matin"
"EL2139","KOUAMÉ","Léa","F","3e-5","3e","Matin"
"EL2140","KONÉ","Léa","F","3e-5","3e","Matin"
"EL2141","DIABATÉ","Jean","M","3e-5","3e","Matin"
"EL2142","ADJÉ","Guy","M","3e-5","3e","Matin"
"EL2143","DJÉ","Olivier","M","3e-5","3e","Matin"
"EL2144","DIABATÉ","Sandrine","F","3e-5","3e","Matin"
"EL2145","AKA","Yannick","M","3e-5","3e","Matin"
"EL2146","DJÉ","Christelle","F","3e-5","3e","Matin"
"EL2147","YAO","Serge","M","3e-5","3e","Matin"
"EL2148","AKA","Jean","M","3e-5","3e","Matin"
"EL2149","ZADI","Sylvie","F","3e-5","3e","Matin"
"EL2150","FOFANA","Marie","F","3e-5","3e","Matin"
"EL2151","ADJÉ","Prisca","F","3e-5","3e","Matin"
"EL2152","ASSI","Arnaud","M","3e-5","3e","Matin"
"EL2153","FOFANA","Ibrahim","M","3e-5","3e","Matin"
"EL2154","N'GUESSAN","Roland","M","3e-5","3e","Matin"
"EL2155","BROU","Serge","M","3e-5","3e","Matin"
"EL2156","BAMBA","Prisca","F","3e-5","3e","Matin"
"EL2157","BROU","Paul","M","3e-5","3e","Matin"
"EL2158","DJÉ","Nadège","F","3e-5","3e","Matin"
"EL2159","BAMBA","Hélène","F","3e-5","3e","Matin"
"EL2160","OUATTARA","Nadège","F","3e-5","3e","Matin"
"EL2161","BROU","Moussa","M","3e-5","3e","Matin"
"EL2162","DOUMBIA","Roland","M","3e-5","3e","Matin"
"EL2163","SANGARÉ","Serge","M","3e-5","3e","Matin"
"EL2164","SANGARÉ","Christelle","F","3e-5","3e","Matin"
"EL2165","KOUAMÉ","Aboubacar","M","3e-5","3e","Matin"
"EL2166","DIALLO","Guy","M","3e-5","3e","Matin"
"EL2167","TRAORÉ","Marie","F","3e-5","3e","Matin"
"EL2168","YAO","Koffi","M","3e-5","3e","Matin"
"EL2169","FOFANA","Adama","M","3e-5","3e","Matin"
"EL2170","ZADI","Adama","M","3e-5","3e","Matin"
"EL2171","CISSÉ","Hélène","F","3e-6","3e","Matin"
"EL2172","BROU","Koffi","M","3e-6","3e","Matin"
"EL2173","FOFANA","Ibrahim","M","3e-6","3e","Matin"
"EL2174","COULIBALY","Fatou","F","3e-6","3e","Matin"
"EL2175","TOURÉ","Franck","M","3e-6","3e","Matin"
"EL2176","KOUAMÉ","Guy","M","3e-6","3e","Matin"
"EL2177","GUÉI","Roland","M","3e-6","3e","Matin"
"EL2178","DIABATÉ","Fatou","F","3e-6","3e","Matin"
"EL2179","KASSI","Mireille","F","3e-6","3e","Matin"
"EL2180","SANGARÉ","Arnaud","M","3e-6","3e","Matin"
"EL2181","TRAORÉ","Arnaud","M","3e-6","3e","Matin"
"EL2182","DIABATÉ","Aïcha","F","3e-6","3e","Matin"
"EL2183","KONÉ","Carine","F","3e-6","3e","Matin"
"EL2184","DIABATÉ","Moussa","M","3e-6","3e","Matin"
"EL2185","DIALLO","Paul","M","3e-6","3e","Matin"
"EL2186","SANGARÉ","Aboubacar","M","3e-6","3e","Matin"
"EL2187","ADJÉ","Hélène","F","3e-6","3e","Matin"
"EL2188","DJÉ","Jean","M","3e-6","3e","Matin"
"EL2189","KONÉ","Aya","F","3e-6","3e","Matin"
"EL2190","DOUMBIA","Ibrahim","M","3e-6","3e","Matin"
"EL2191","KASSI","Ibrahim","M","3e-6","3e","Matin"
"EL2192","KOUASSI","Jean","M","3e-6","3e","Matin"
"EL2193","FOFANA","Léa","F","3e-6","3e","Matin"
"EL2194","KOUAMÉ","Serge","M","3e-6","3e","Matin"
"EL2195","GUÉI","Léa","F","3e-6","3e","Matin"
"EL2196","KASSI","Franck","M","3e-6","3e","Matin"
"EL2197","GNAGNE","Franck","M","3e-6","3e","Matin"
"EL2198","GUÉI","Rachelle","F","3e-6","3e","Matin"
"EL2199","N'GUESSAN","Carine","F","3e-6","3e","Matin"
"EL2200","BROU","Rachelle","F","3e-6","3e","Matin"
"EL2201","DIALLO","Adama","M","3e-6","3e","Matin"
"EL2202","ZADI","Prisca","F","3e-6","3e","Matin"
"EL2203","DIABATÉ","Marie","F","3e-6","3e","Matin"
"EL2204","YAO","Daniel","M","3e-6","3e","Matin"
"EL2205","KASSI","Koffi","M","3e-6","3e","Matin"
"EL2206","KOUAMÉ","Sylvie","F","3e-6","3e","Matin"
"EL2207","KONÉ","Affoué","F","3e-6","3e","Matin"
"EL2208","KOUASSI","Hélène","F","3e-6","3e","Matin"
"EL2209","BROU","Hélène","F","3e-6","3e","Matin"
"EL2210","DJÉ","Aya","F","3e-6","3e","Matin"
"EL2211","GNAGNE","Arnaud","M","3e-6","3e","Matin"
"EL2212","ADJÉ","Aya","F","3e-6","3e","Matin"
"EL2213","ZADI","Guy","M","3e-6","3e","Matin"
"EL2214","KOFFI","Aya","F","3e-6","3e","Matin"
"EL2215","BAMBA","Hervé","M","3e-6","3e","Matin"
"EL2216","AKA","Mariam","F","3e-6","3e","Matin"
"EL2217","COULIBALY","Aboubacar","M","3e-6","3e","Matin"
"EL2218","SANGARÉ","Marie","F","3e-6","3e","Matin"
"EL2219","AKA","Léa","F","3e-6","3e","Matin"
"EL2220","FOFANA","Joëlle","F","3e-6","3e","Matin"
"EL2221","ABLÉ","Jean","M","3e-6","3e","Matin"
"EL2222","COULIBALY","Daniel","M","3e-6","3e","Matin"
"EL2223","SANGARÉ","Cédric","M","3e-6","3e","Matin"
"EL2224","KONÉ","Carine","F","3e-6","3e","Matin"
"EL2225","BAKAYOKO","Aboubacar","M","3e-6","3e","Matin"
"EL2226","ADJÉ","Carine","F","3e-6","3e","Matin"
"EL2227","OUATTARA","Fatou","F","3e-6","3e","Matin"
"EL2228","KOUASSI","Thierry","M","3e-6","3e","Matin"
"EL2229","KOUASSI","Rachelle","F","3e-7","3e","Matin"
"EL2230","OUATTARA","Léa","F","3e-7","3e","Matin"
"EL2231","TRAORÉ","Grace","F","3e-7","3e","Matin"
"EL2232","KOUAMÉ","Guy","M","3e-7","3e","Matin"
"EL2233","N'GUESSAN","Jean","M","3e-7","3e","Matin"
"EL2234","KOUASSI","Nadège","F","3e-7","3e","Matin"
"EL2235","GUÉI","Nadège","F","3e-7","3e","Matin"
"EL2236","KONÉ","Moussa","M","3e-7","3e","Matin"
"EL2237","FOFANA","Estelle","F","3e-7","3e","Matin"
"EL2238","DOUMBIA","Cédric","M","3e-7","3e","Matin"
"EL2239","GUÉI","Guy","M","3e-7","3e","Matin"
"EL2240","N'GUESSAN","Aboubacar","M","3e-7","3e","Matin"
"EL2241","COULIBALY","Franck","M","3e-7","3e","Matin"
"EL2242","AKA","Arnaud","M","3e-7","3e","Matin"
"EL2243","N'GUESSAN","Daniel","M","3e-7","3e","Matin"
"EL2244","DJÉ","Awa","F","3e-7","3e","Matin"
"EL2245","DOUMBIA","Affoué","F","3e-7","3e","Matin"
"EL2246","ADJÉ","Jean","M","3e-7","3e","Matin"
"EL2247","TOURÉ","Aya","F","3e-7","3e","Matin"
"EL2248","DJÉ","Sandrine","F","3e-7","3e","Matin"
"EL2249","KOUAMÉ","Daniel","M","3e-7","3e","Matin"
"EL2250","ASSI","Aya","F","3e-7","3e","Matin"
"EL2251","KOUASSI","Marc","M","3e-7","3e","Matin"
"EL2252","ADJÉ","Grace","F","3e-7","3e","Matin"
"EL2253","CISSÉ","Yannick","M","3e-7","3e","Matin"
"EL2254","DIALLO","Yao","M","3e-7","3e","Matin"
"EL2255","KOUASSI","Rachelle","F","3e-7","3e","Matin"
"EL2256","KOUAMÉ","Cédric","M","3e-7","3e","Matin"
"EL2257","DJÉ","Paul","M","3e-7","3e","Matin"
"EL2258","DJÉ","Marc","M","3e-7","3e","Matin"
"EL2259","AKA","Prisca","F","3e-7","3e","Matin"
"EL2260","KOUAMÉ","Aïcha","F","3e-7","3e","Matin"
"EL2261","AKA","Hervé","M","3e-7","3e","Matin"
"EL2262","GNAGNE","Olivier","M","3e-7","3e","Matin"
"EL2263","ABLÉ","Ibrahim","M","3e-7","3e","Matin"
"EL2264","BROU","Léa","F","3e-7","3e","Matin"
"EL2265","OUATTARA","Aboubacar","M","3e-7","3e","Matin"
